Roobaroo- Rang De Basanti (2006)
Senorita- Zindagi Na Milegi Dobara (2011)
Mera Joota Hai Japani- Shree 420 (1955)
Papa Kehthe Hain Bada Naam Karega- Qamayat Se Qamayat Tak (1988)
Ilahi- Yeh Jawani Hai Deewani (2013)
Kala Chashma- Baar Baar Dekho (2016)
Paatshala- Rang De Baanti (2006)
Pehla Nasha- Jo Jeeta Wohi Sikandar (1992)
Rock On!- Farhan Akhtar (2008)
Dil Dhadakne Do- Dil Dhadakne Do (2015)
Uthe Sabke Kadam- Baton Baton Mein (1979)
Oh Humdum Suniyo Re- Saathiya (2006)
Aaj Mein Upar- Khamoshi (1996)
Let’s Nacho- Kapoor & Sons (2016)
Chittiyan Kalaiyaan- Roy (2015)
Yun Hi Chala Chal Rahi- Swades (2004)
Char Shanivaar- All is Well (2015)
Swag Se Swagat- Tiger Zinda Hai (2017)
Hadippa- Dil Bole Hadippa (2009)
Ae Mere Humsafar- Qamayat Se Qamayat Tak (1988)
Maston Ka Jhund- Bhaag Milkha Bhaag (2013)
Hai Junoon- New York (2009)  
Chammak Challo- Ra. One (2011)
"Aate Jaate, Haste Gaate- Maine Pyar Kiya (1989)"
Badtameez Dil- Yeh Jawaani Hai Deewani (2013)
All is Well- 3 Idiots (2009)
Sunny Sunny- Yaariyan (2013)
The Disco Song- Student of The Year (2012)
Khaike Pan Banaraswala- Don (1978)
Chhoti Si Asha- Roja (1992)
Bang Bang- Bang Bang (2014)
Char Botal Vodka- Ragini MMS 2 (2014)
Abhi Toh Party Shuru Hui Hai- Khoobsurat (2014)
Mehndi Laga Ke Rakhna- Dilwale Dulhania Le Jayenge (1995)
Tum Hi Ho Bandhu- Cocktail (2012)
Char Baj Gaye Party Abhi Baki Hai- Faltu (2011)
Baby Ko Bass Pasand Hai- Sultan (2016)
Dil Deewana- Maine Pyar Kiya (1989)
Dance Pe Chance- Rab Ne Bana Di Jodi (2008)
Subha Hone Na De- Desi Boyz (2011)
Oh O Jane Jaana- Pyar Kiya To Darna Kya (1998)
Lat Lag Gayee- Race 2 (2013)
Tamma Tamma- Thanedaar (1990)
Besharmi Ki Height- Main Tera Hero (2014)
Tune Mari Entriyan- Gunday (2014)
Mere Rang Mein Rangane Wali- Maine Pyar Kiya (1989)
Khwabon Ke Parindey- Zindagi Na Milegi Dobara (2011)
1234 Get On The Dance Floor- Chennai Express (2013)
Ram Chahe Leela- Goliyon Ki Rasleela Ram-Leela (2013)
Baby Doll- Ragini MMS 2 (2014)
Dum Maro Dum- Hare Rama Hare Krishna (1971)
Neele Neele Ambar Par- Kalakaar (1983)
Achha To Hum Chalte Hain- Aan Milo Sajna (1970)
Tirchi Topewale- Tridev (1989)
Ooh La La Tu Hai Meri Fantasy- The Dirty Picture (2011)
Sheila Ki Jawani- Tees Maar Khan (2010)
Desi Girl- Dostana (2008)
Ole Ole- Yeh Dillagi (1994)
Gazab Ka Hai Din- Qayamat Se Qayamat Tak (1988)
Chaiyaa Chaiyaa- Dil Se (1998)
Jahan Teri Yeh Nazar Hai- Kaalia (1981)
London Thumadka- Queen (2014)
Yeh Dosti Hum Nahin Todenge- Sholay (1975)
Right Now- Housefull 2 (2012)
Balam Pichkari- Yeh Jawaani Hai Deewani (2013)
Mein Koi Aisa Geet Gaoon- Yes Boss (1997)
Dhating Naach- Phata Poster Nikla Hero (2013)
Lungi Dance- Chennai Express (2013)
Gali Gali Mein Phirta Hai- Tridev (1989)
Saturday Saturday- Humpty Sharma Ki Dulhania (2014)
Chala Jata Hoon- Mere Jeevan Saathi (1972)
Dil To Pagal Hai- Dil To Pagal Hai (1997)
Gulabi Ankhen Jo Teri- The Train (1970)
Main Shayar To Nahin- Bobby- (1973)
Jimmy Jimmy- Disco Dancer (1982)
Kar Gayi Chull- Kapoor & Sons (2016)
Tujhe Dekha To- Dilwale Dulhania Le Jayenge (1995)
Ye Ladki Zarasi Deewani Lagati Hai- Love Story (1980)
Dance Basanti- Ungli (2014)
Ae Ante Amlapuram- Maximum (2012)
Disco Disco- A Gentleman (2017)
Tattad Tattad- Goliyon Ke Ras Leela Ram-Leela (2013)
Cutiepie- Ae Dil Hai Mushkil (2016)
Yaar Bina Chain Kahan Re- Saheb (1985)
Radio- Tubelight (2017)
Saat Samunder Paar- Vishwatma (1992)
Do Peg Maar- One Night Stand (2016)
Joote De Do Paise Le Lo- Hum Aapke Hai Koun (1994)
Jhoom Jhoom Baba- Kasam Paida Karne Wale Ki (1984)
Chandni O Meri Chandni- Chandni (1989)
Radha- Jab Harry Met Sejal (2017)
Zooby Zooby- Dance Dance (1987)
Aap Jaisa Koi- Qurbani (1980)
Dard-e-Disco- Om Shanti Om (2010)
Caller Tune- Humshakals- (2014)
Do Lafzon Ki Hai Dil Ki Kahani- The Great Gambler (1979)
Soni Di Nakhre- Partner (2007)
Chhookar Mere Man Ko Kiya Toone Kya Ishaara- Yaarana (1981)
Ladki Badi Anjaani- Kuch Kuch Hota Hai (1998)
Chikni Chameli- Agneepath (2012)
