Roobaroo- Rang De Basanti (2006)
Senorita- Zindagi Na Milegi Dobara (2011)
Mera Joota Hai Japani- Shree 420 (1955)
Papa Kehthe Hain Bada Naam Karega- Qamayat Se Qamayat Tak (1988)
Ilahi- Yeh Jawani Hai Deewani (2013)
Kala Chashma- Baar Baar Dekho (2016)
Paatshala- Rang De Baanti (2006)
Pehla Nasha- Jo Jeeta Wohi Sikandar (1992)
Rock On!- Farhan Akhtar (2008)
Dil Dhadakne Do- Dil Dhadakne Do (2015)
Uthe Sabke Kadam- Baton Baton Mein (1979)
Oh Humdum Suniyo Re- Saathiya (2006)
Aaj Mein Upar- Khamoshi (1996)
Let s Nacho- Kapoor & Sons (2016)
Chittiyan Kalaiyaan- Roy (2015)
Yun Hi Chala Chal Rahi- Swades (2004)
Char Shanivaar- All is Well (2015)
Swag Se Swagat- Tiger Zinda Hai (2017)
Hadippa- Dil Bole Hadippa (2009)
Ae Mere Humsafar- Qamayat Se Qamayat Tak (1988)
Maston Ka Jhund- Bhaag Milkha Bhaag (2013)
Hai Junoon- New York (2009) 
Chammak Challo- Ra. One (2011)
"Aate Jaate, Haste Gaate- Maine Pyar Kiya (1989)"
Badtameez Dil- Yeh Jawaani Hai Deewani (2013)
All is Well- 3 Idiots (2009)
Sunny Sunny- Yaariyan (2013)
The Disco Song- Student of The Year (2012)
Khaike Pan Banaraswala- Don (1978)
Chhoti Si Asha- Roja (1992)
Bang Bang- Bang Bang (2014)
Char Botal Vodka- Ragini MMS 2 (2014)
Abhi Toh Party Shuru Hui Hai- Khoobsurat (2014)
Mehndi Laga Ke Rakhna- Dilwale Dulhania Le Jayenge (1995)
Tum Hi Ho Bandhu- Cocktail (2012)
Char Baj Gaye Party Abhi Baki Hai- Faltu (2011)
Baby Ko Bass Pasand Hai- Sultan (2016)
Dil Deewana- Maine Pyar Kiya (1989)
Dance Pe Chance- Rab Ne Bana Di Jodi (2008)
Subha Hone Na De- Desi Boyz (2011)
Oh O Jane Jaana- Pyar Kiya To Darna Kya (1998)
Lat Lag Gayee- Race 2 (2013)
Tamma Tamma- Thanedaar (1990)
Besharmi Ki Height- Main Tera Hero (2014)
Tune Mari Entriyan- Gunday (2014)
Mere Rang Mein Rangane Wali- Maine Pyar Kiya (1989)
Khwabon Ke Parindey- Zindagi Na Milegi Dobara (2011)
1234 Get On The Dance Floor- Chennai Express (2013)
