Mainu Duji Vaar Pyar Hoya
Te Phir Kaun Hoyega (Qismat)
Bekhayali Mein
Tum Hi Aana
Baatein Ye Kabhi Na
Mera Intkam Dekhegi 
Is Dard E Dil Ki Sifarish (Barish)
Humko Rula Diya
Main Dardo Ko
Lo Maan Liya Humne
Tum Bin 
Teri Zaroorat Hai 
Agar Tum Saath Ho
Tera Zikr
Kyon Ki Itna Pyar 
Tu Jaane Na
Tenu Na Bol Pawaan
Agar Tu Hota
Beete Lamhein
FARIYAD KYA KARE HAM
Dil De Diya Hai
Bhula Dena
Har Ek Muskurahat Muskan Nahi Hoti
Baaton Ko Teri
Ishq Na Karna Ishq Na Karna
Zaroori Tha
Silsila Ye Chaahat Ka
TERA MERA RISHTA
BHARE BAZAAR
SAB BADHIYA HAI
Jab Haal-E-Dil Tumse Kehne Ko
Mausam Ki Tarah
GOLD TAMBA
DEKHTE DEKHTE
CHAAV LAAGA
DIL MERI NA SUNE
O MERI LAILA
TERE LIYE
HARD HARD
Naina Da Kya Kasoor
Na Chah Ke Bhi
Tujhe Bhula Diya 
Ek Galti
Bhula Denge Tumko Sanam 
Sunn Raha Hai Na Tu
Tu Hai Ki Nahi 
Main Aur Tum (Dard Dilo Ke) 
Judaai
Tere Bin Nahi Laage Jiya
Kuch is Tarah
Kabira
Main Dhoondne Ko Zamane Mein
Tune Mere Jana Kabhi Nahi Jana
Maine Mere Jaana
Tere Ashkon Se Mujhpar Asar Ab Nahi Hota
Channa Mereya 
Teri Khushboo
The Breakup
Tanhayee 
Kahin To Hogi Woh 
Tune Jo Na Kaha 
KAUN TUJHE YUN PYAR KAREGA 
Bin Tere 
Abhi Abhi Toh Mile Ho 
HAR KISI KO 
Yaadein
Alvida 
SAAIYAAN 
Toh Phir Aao Mujhko Sataao 
Tujhe Main Pyaar Karu 
O Sajna Aaja Ve 
Mohabbat Ki Raahon Mein
Tumhe Dillagi
Enemy 
Aaj Ro Len De
Tum Todo Na
Jag Soona Soona Lage 
Tere Liye Hum Hai Jiye
Sapna Mera Toota
JUDAAI LYRICS
Milne Hai Mujhse Aayi
Meri Kahani
Ishq Na Ishq Ho Kisi
Daulat 
Yaad Hai Na
Main Badtameez
Enemy 
Aaj Ro Len De
Tum Todo Na
Jag Soona Soona Lage 
Tere Liye Hum Hai Jiye
Sapna Mera Toota
JUDAAI LYRICS
Milne Hai Mujhse Aayi
Meri Kahani
Ishq Na Ishq Ho Kisi
Daulat 
Yaad Hai Na
Main Badtameez
Koi Hota Jisko Hum Apna
Jeeta Tha Jiske Liye Song 
Teri Galiyon Mein Na Rakhenge Kadam 
Ab Tere Bin Jee Lenge Hum
Tu Pyaar Hai Kisi Aur Ka
Dil Mera Tod Diya Usne
O Meri Mehbooba
Yeh Duniya Yeh Mehfil 
Zindagi Ki Talash Mein Hum 
Tadap Tadap 
Do Pal 
Chaha Hai Tujhko Chahunga Hardam
Aankh Hai Bhari Bhari Aur Tum 
Sau Dard Hai 
Jaane Kyun Log Mohabbat Kiya Karte Hai
Wafa Naa Ras Aayi Tujhe O Harjai 
Kabhi Bekasi Ne Mara
Yeh Jo Mohabbat Hai
Kisi Baat Pe Main Kisise Khafa Hoon
Isse Pehale Ke Yaad Tu Aaye
Mere Mehboob Qayamat Hogi
Mera Jeevan Kora Kagaz
Tere Bina Zindagi Se Koi
Manzilein Apni Jagah Hain
Chahunga Main Tujhe Saanjh Savere
Khush Rahe Tu Sada
Hum Bhool Gaye Re Har Baat
Kisko Kahe Hum Apna 
Woh Meri Neend Mera Chain
Dil Cheer Ke Dekh Tera Hi Naam Hoga
Ja Sajna Tujhko Bhula Diya
Rab Ko Yaad Karoon
Tune Dil Mera Toda Kahi
Yeh Dil Bewafa Se
Rabba Ishq Na Hove
Dil Ke Jharoke Mein Tujko Bithakar
Shikwa Nahin Kisi Se
Dil Deta Hai Ro Ro Dohai
O Yaara Kai See Hai Teri Bewafai
Jane Anjane Log Mile
Ghunghroo Ki Tarah Bajta Hi Raha
Main Shayar Badnaam
Jaane Kya Sochkar
Zindagi Ka Safar
Achcha Sila Diya
Jeeye To Jeeye Kaise
Mushkil Bada Yeh Pyar Hai
Tu Hi Re
Mere Naina Sawan Bhadon
Badi Sooni Sooni Hai
Zindagi Ke Safar Mein
Mere Naseeb Mein Ae Dost
Kaise Kahen Hum
Meri Bheegi Bheegi Si
Panthi Hoon Main Us Path Ka
Kitni Baatein
Koi Fariyaad
Jaane Kyun
O Priya O Priya
Ek Mulaqaat Zaroori Hai
Ek Bewafa Hai
Teri Yaad Yaad
Aitbaar Nahi Karna
Hum Bhool Gaye Re Har Baat
Tu Jo Nahin
Aye Dil Dil Ki Duniya Mein
Main Jahaan Rahun
Hamesha Tumko Chaha
Jhonka Hawa Ka Aaj Bhi
Layi Vi Na Gayi
Kabhi Na Kabhi To Miloge
Dooriyan
